date,hour,interval,channel,skill_group,calls_received,predicted_calls,baseline_calls,split,model
2026-01-08,2,02:00-03:00,Voice,General,6,3.34,0.0,train,RandomForest
2026-01-08,2,02:00-03:00,Voice,Sales,4,7.05,0.0,train,RandomForest
2026-01-08,2,02:00-03:00,Voice,Technical,8,7.47,1.0,train,RandomForest
2026-01-08,3,03:00-04:00,Chat,Billing,0,3.22,3.0,train,RandomForest
2026-01-08,3,03:00-04:00,Chat,General,1,2.55,2.0,train,RandomForest
2026-01-08,3,03:00-04:00,Chat,Sales,1,4.47,4.0,train,RandomForest
2026-01-08,3,03:00-04:00,Chat,Technical,1,5.31,4.0,train,RandomForest
2026-01-08,3,03:00-04:00,Email,Billing,2,2.11,3.0,train,RandomForest
2026-01-08,3,03:00-04:00,Email,General,2,1.73,0.0,train,RandomForest
2026-01-08,3,03:00-04:00,Email,Sales,2,2.83,0.0,train,RandomForest
2026-01-08,3,03:00-04:00,Email,Technical,1,3.82,1.0,train,RandomForest
2026-01-08,3,03:00-04:00,Voice,Billing,6,5.14,1.0,train,RandomForest
2026-01-08,3,03:00-04:00,Voice,General,2,3.48,0.0,train,RandomForest
2026-01-08,3,03:00-04:00,Voice,Sales,2,6.31,0.0,train,RandomForest
2026-01-08,3,03:00-04:00,Voice,Technical,3,7.7,5.0,train,RandomForest
2026-01-08,4,04:00-05:00,Chat,Billing,1,3.12,1.0,train,RandomForest
2026-01-08,4,04:00-05:00,Chat,General,3,2.5,0.0,train,RandomForest
2026-01-08,4,04:00-05:00,Chat,Sales,4,4.67,0.0,train,RandomForest
2026-01-08,4,04:00-05:00,Chat,Technical,5,5.56,0.0,train,RandomForest
2026-01-08,4,04:00-05:00,Email,Billing,1,2.09,0.0,train,RandomForest
2026-01-08,4,04:00-05:00,Email,General,3,1.73,0.0,train,RandomForest
2026-01-08,4,04:00-05:00,Email,Sales,2,2.82,0.0,train,RandomForest
2026-01-08,4,04:00-05:00,Email,Technical,5,3.05,0.0,train,RandomForest
2026-01-08,4,04:00-05:00,Voice,Billing,10,4.53,1.0,train,RandomForest
2026-01-08,4,04:00-05:00,Voice,General,2,3.37,0.0,train,RandomForest
2026-01-08,4,04:00-05:00,Voice,Sales,7,8.27,1.0,train,RandomForest
2026-01-08,4,04:00-05:00,Voice,Technical,10,7.71,0.0,train,RandomForest
2026-01-08,5,05:00-06:00,Chat,Billing,2,3.1,2.0,train,RandomForest
2026-01-08,5,05:00-06:00,Chat,General,3,2.53,0.0,train,RandomForest
2026-01-08,5,05:00-06:00,Chat,Sales,3,4.4,2.0,train,RandomForest
2026-01-08,5,05:00-06:00,Chat,Technical,5,5.2,3.0,train,RandomForest
2026-01-08,5,05:00-06:00,Email,Billing,2,2.14,1.0,train,RandomForest
2026-01-08,5,05:00-06:00,Email,General,0,2.03,1.0,train,RandomForest
2026-01-08,5,05:00-06:00,Email,Sales,2,3.75,1.0,train,RandomForest
2026-01-08,5,05:00-06:00,Email,Technical,4,3.06,0.0,train,RandomForest
2026-01-08,5,05:00-06:00,Voice,Billing,6,4.8,2.0,train,RandomForest
2026-01-08,5,05:00-06:00,Voice,General,3,3.88,1.0,train,RandomForest
2026-01-08,5,05:00-06:00,Voice,Sales,4,6.94,0.0,train,RandomForest
2026-01-08,5,05:00-06:00,Voice,Technical,6,7.49,1.0,train,RandomForest
2026-01-08,6,06:00-07:00,Chat,Billing,3,3.1,1.0,train,RandomForest
2026-01-08,6,06:00-07:00,Chat,General,6,2.53,0.0,train,RandomForest
2026-01-08,6,06:00-07:00,Chat,Sales,4,4.55,0.0,train,RandomForest
2026-01-08,6,06:00-07:00,Chat,Technical,11,5.32,4.0,train,RandomForest
2026-01-08,6,06:00-07:00,Email,Billing,3,2.07,1.0,train,RandomForest
2026-01-08,6,06:00-07:00,Email,General,5,2.01,0.0,train,RandomForest
2026-01-08,6,06:00-07:00,Email,Sales,7,5.64,2.0,train,RandomForest
2026-01-08,6,06:00-07:00,Email,Technical,10,3.03,1.0,train,RandomForest
2026-01-08,6,06:00-07:00,Voice,Billing,10,4.78,3.0,train,RandomForest
2026-01-08,6,06:00-07:00,Voice,General,2,3.34,1.0,train,RandomForest
2026-01-08,6,06:00-07:00,Voice,Sales,8,7.42,1.0,train,RandomForest
2026-01-08,6,06:00-07:00,Voice,Technical,12,7.51,2.0,train,RandomForest
2026-01-08,7,07:00-08:00,Chat,Billing,6,3.1,2.0,train,RandomForest
2026-01-08,7,07:00-08:00,Chat,General,2,2.58,2.0,train,RandomForest
2026-01-08,7,07:00-08:00,Chat,Sales,4,4.41,2.0,train,RandomForest
2026-01-08,7,07:00-08:00,Chat,Technical,11,6.17,0.0,train,RandomForest
2026-01-08,7,07:00-08:00,Email,Billing,1,2.09,0.0,train,RandomForest
2026-01-08,7,07:00-08:00,Email,General,2,1.73,0.0,train,RandomForest
2026-01-08,7,07:00-08:00,Email,Sales,8,2.56,0.0,train,RandomForest
2026-01-08,7,07:00-08:00,Email,Technical,6,3.11,1.0,train,RandomForest
2026-01-08,7,07:00-08:00,Voice,Billing,7,5.01,0.0,train,RandomForest
2026-01-08,7,07:00-08:00,Voice,General,6,3.35,2.0,train,RandomForest
2026-01-08,7,07:00-08:00,Voice,Sales,9,7.16,1.0,train,RandomForest
2026-01-08,7,07:00-08:00,Voice,Technical,11,8.02,1.0,train,RandomForest
2026-01-08,8,08:00-09:00,Chat,Billing,6,6.89,2.0,train,RandomForest
2026-01-08,8,08:00-09:00,Chat,General,5,2.78,1.0,train,RandomForest
2026-01-08,8,08:00-09:00,Chat,Sales,13,11.3,4.0,train,RandomForest
2026-01-08,8,08:00-09:00,Chat,Technical,23,10.16,5.0,train,RandomForest
2026-01-08,8,08:00-09:00,Email,Billing,6,6.02,1.0,train,RandomForest
2026-01-08,8,08:00-09:00,Email,General,6,6.69,0.0,train,RandomForest
2026-01-08,8,08:00-09:00,Email,Sales,7,8.02,3.0,train,RandomForest
2026-01-08,8,08:00-09:00,Email,Technical,8,5.37,3.0,train,RandomForest
2026-01-08,8,08:00-09:00,Voice,Billing,16,18.21,2.0,train,RandomForest
2026-01-08,8,08:00-09:00,Voice,General,12,7.25,2.0,train,RandomForest
2026-01-08,8,08:00-09:00,Voice,Sales,21,25.28,6.0,train,RandomForest
2026-01-08,8,08:00-09:00,Voice,Technical,31,24.72,7.0,train,RandomForest
2026-01-08,9,09:00-10:00,Chat,Billing,24,16.22,6.0,train,RandomForest
2026-01-08,9,09:00-10:00,Chat,General,15,8.42,3.0,train,RandomForest
2026-01-08,9,09:00-10:00,Chat,Sales,14,17.61,6.0,train,RandomForest
2026-01-08,9,09:00-10:00,Chat,Technical,20,17.47,9.0,train,RandomForest
2026-01-08,9,09:00-10:00,Email,Billing,11,7.27,1.0,train,RandomForest
2026-01-08,9,09:00-10:00,Email,General,7,6.49,6.0,train,RandomForest
2026-01-08,9,09:00-10:00,Email,Sales,11,5.24,3.0,train,RandomForest
2026-01-08,9,09:00-10:00,Email,Technical,18,19.51,3.0,train,RandomForest
2026-01-08,9,09:00-10:00,Voice,Billing,24,21.07,5.0,train,RandomForest
2026-01-08,9,09:00-10:00,Voice,General,21,14.99,3.0,train,RandomForest
2026-01-08,9,09:00-10:00,Voice,Sales,37,37.86,10.0,train,RandomForest
2026-01-08,9,09:00-10:00,Voice,Technical,40,36.38,8.0,train,RandomForest
2026-01-08,10,10:00-11:00,Chat,Billing,16,9.26,5.0,train,RandomForest
2026-01-08,10,10:00-11:00,Chat,General,20,14.39,3.0,train,RandomForest
2026-01-08,10,10:00-11:00,Chat,Sales,21,18.54,8.0,train,RandomForest
2026-01-08,10,10:00-11:00,Chat,Technical,37,30.14,6.0,train,RandomForest
2026-01-08,10,10:00-11:00,Email,Billing,15,8.87,1.0,train,RandomForest
2026-01-08,10,10:00-11:00,Email,General,8,11.85,2.0,train,RandomForest
2026-01-08,10,10:00-11:00,Email,Sales,17,13.12,5.0,train,RandomForest
2026-01-08,10,10:00-11:00,Email,Technical,25,15.29,3.0,train,RandomForest
2026-01-08,10,10:00-11:00,Voice,Billing,18,21.46,13.0,train,RandomForest
2026-01-08,10,10:00-11:00,Voice,General,18,21.18,6.0,train,RandomForest
2026-01-08,10,10:00-11:00,Voice,Sales,38,34.54,13.0,train,RandomForest
2026-01-08,10,10:00-11:00,Voice,Technical,56,40.41,13.0,train,RandomForest
2026-01-08,11,11:00-12:00,Chat,Billing,25,21.35,4.0,train,RandomForest
2026-01-08,11,11:00-12:00,Chat,General,15,14.61,1.0,train,RandomForest
2026-01-08,11,11:00-12:00,Chat,Sales,34,30.92,4.0,train,RandomForest
2026-01-08,11,11:00-12:00,Chat,Technical,34,27.76,10.0,train,RandomForest
2026-01-08,11,11:00-12:00,Email,Billing,9,9.15,6.0,train,RandomForest
2026-01-08,11,11:00-12:00,Email,General,10,6.19,4.0,train,RandomForest
2026-01-08,11,11:00-12:00,Email,Sales,19,17.73,3.0,train,RandomForest
2026-01-08,11,11:00-12:00,Email,Technical,14,17.22,12.0,train,RandomForest
2026-01-08,11,11:00-12:00,Voice,Billing,29,18.53,11.0,train,RandomForest
2026-01-08,11,11:00-12:00,Voice,General,21,19.81,7.0,train,RandomForest
2026-01-08,11,11:00-12:00,Voice,Sales,44,41.08,10.0,train,RandomForest
2026-01-08,11,11:00-12:00,Voice,Technical,52,47.84,11.0,train,RandomForest
2026-01-08,12,12:00-13:00,Chat,Billing,33,24.95,1.0,train,RandomForest
2026-01-08,12,12:00-13:00,Chat,General,20,15.34,6.0,train,RandomForest
2026-01-08,12,12:00-13:00,Chat,Sales,46,40.46,11.0,train,RandomForest
2026-01-08,12,12:00-13:00,Chat,Technical,38,34.53,14.0,train,RandomForest
2026-01-08,12,12:00-13:00,Email,Billing,13,7.29,3.0,train,RandomForest
2026-01-08,12,12:00-13:00,Email,General,13,9.05,5.0,train,RandomForest
2026-01-08,12,12:00-13:00,Email,Sales,24,11.53,4.0,train,RandomForest
2026-01-08,12,12:00-13:00,Email,Technical,23,16.88,9.0,train,RandomForest
2026-01-08,12,12:00-13:00,Voice,Billing,31,32.14,6.0,train,RandomForest
2026-01-08,12,12:00-13:00,Voice,General,27,16.41,9.0,train,RandomForest
2026-01-08,12,12:00-13:00,Voice,Sales,35,35.87,21.0,train,RandomForest
2026-01-08,12,12:00-13:00,Voice,Technical,45,41.31,22.0,train,RandomForest
2026-01-08,13,13:00-14:00,Chat,Billing,23,21.07,4.0,train,RandomForest
2026-01-08,13,13:00-14:00,Chat,General,21,18.38,5.0,train,RandomForest
2026-01-08,13,13:00-14:00,Chat,Sales,32,32.36,9.0,train,RandomForest
2026-01-08,13,13:00-14:00,Chat,Technical,36,37.87,10.0,train,RandomForest
2026-01-08,13,13:00-14:00,Email,Billing,11,11.3,7.0,train,RandomForest
2026-01-08,13,13:00-14:00,Email,General,13,6.24,1.0,train,RandomForest
2026-01-08,13,13:00-14:00,Email,Sales,21,8.7,3.0,train,RandomForest
2026-01-08,13,13:00-14:00,Email,Technical,25,20.24,5.0,train,RandomForest
2026-01-08,13,13:00-14:00,Voice,Billing,31,31.86,15.0,train,RandomForest
2026-01-08,13,13:00-14:00,Voice,General,30,16.78,9.0,train,RandomForest
2026-01-08,13,13:00-14:00,Voice,Sales,53,41.18,15.0,train,RandomForest
2026-01-08,13,13:00-14:00,Voice,Technical,48,41.56,21.0,train,RandomForest
2026-01-08,14,14:00-15:00,Chat,Billing,21,13.75,9.0,train,RandomForest
2026-01-08,14,14:00-15:00,Chat,General,15,17.91,4.0,train,RandomForest
2026-01-08,14,14:00-15:00,Chat,Sales,31,18.42,11.0,train,RandomForest
2026-01-08,14,14:00-15:00,Chat,Technical,29,23.29,4.0,train,RandomForest
2026-01-08,14,14:00-15:00,Email,Billing,11,14.01,6.0,train,RandomForest
2026-01-08,14,14:00-15:00,Email,General,9,7.28,2.0,train,RandomForest
2026-01-08,14,14:00-15:00,Email,Sales,15,12.72,6.0,train,RandomForest
2026-01-08,14,14:00-15:00,Email,Technical,16,19.56,6.0,train,RandomForest
2026-01-08,14,14:00-15:00,Voice,Billing,29,18.64,8.0,train,RandomForest
2026-01-08,14,14:00-15:00,Voice,General,19,17.77,6.0,train,RandomForest
2026-01-08,14,14:00-15:00,Voice,Sales,39,32.39,7.0,train,RandomForest
2026-01-08,14,14:00-15:00,Voice,Technical,43,40.88,16.0,train,RandomForest
2026-01-08,15,15:00-16:00,Chat,Billing,16,18.57,2.0,train,RandomForest
2026-01-08,15,15:00-16:00,Chat,General,14,9.41,7.0,train,RandomForest
2026-01-08,15,15:00-16:00,Chat,Sales,21,25.79,4.0,train,RandomForest
2026-01-08,15,15:00-16:00,Chat,Technical,22,25.0,7.0,train,RandomForest
2026-01-08,15,15:00-16:00,Email,Billing,5,8.44,0.0,train,RandomForest
2026-01-08,15,15:00-16:00,Email,General,15,3.72,2.0,train,RandomForest
2026-01-08,15,15:00-16:00,Email,Sales,16,11.44,11.0,train,RandomForest
2026-01-08,15,15:00-16:00,Email,Technical,23,8.58,6.0,train,RandomForest
2026-01-08,15,15:00-16:00,Voice,Billing,21,20.22,6.0,train,RandomForest
2026-01-08,15,15:00-16:00,Voice,General,18,14.18,2.0,train,RandomForest
2026-01-08,15,15:00-16:00,Voice,Sales,31,18.3,11.0,train,RandomForest
2026-01-08,15,15:00-16:00,Voice,Technical,41,41.53,9.0,train,RandomForest
2026-01-08,16,16:00-17:00,Chat,Billing,15,16.88,5.0,train,RandomForest
2026-01-08,16,16:00-17:00,Chat,General,13,7.65,2.0,train,RandomForest
2026-01-08,16,16:00-17:00,Chat,Sales,13,16.74,9.0,train,RandomForest
2026-01-08,16,16:00-17:00,Chat,Technical,30,15.39,9.0,train,RandomForest
2026-01-08,16,16:00-17:00,Email,Billing,9,6.48,2.0,train,RandomForest
2026-01-08,16,16:00-17:00,Email,General,7,1.94,0.0,train,RandomForest
2026-01-08,16,16:00-17:00,Email,Sales,12,13.83,4.0,train,RandomForest
2026-01-08,16,16:00-17:00,Email,Technical,14,9.64,6.0,train,RandomForest
2026-01-08,16,16:00-17:00,Voice,Billing,25,19.0,4.0,train,RandomForest
2026-01-08,16,16:00-17:00,Voice,General,11,7.15,3.0,train,RandomForest
2026-01-08,16,16:00-17:00,Voice,Sales,21,22.5,8.0,train,RandomForest
2026-01-08,16,16:00-17:00,Voice,Technical,34,24.75,9.0,train,RandomForest
2026-01-08,17,17:00-18:00,Chat,Billing,9,7.01,2.0,train,RandomForest
2026-01-08,17,17:00-18:00,Chat,General,8,6.17,4.0,train,RandomForest
2026-01-08,17,17:00-18:00,Chat,Sales,14,10.88,3.0,train,RandomForest
2026-01-08,17,17:00-18:00,Chat,Technical,10,13.97,2.0,train,RandomForest
2026-01-08,17,17:00-18:00,Email,Billing,7,4.92,4.0,train,RandomForest
2026-01-08,17,17:00-18:00,Email,General,3,1.92,0.0,train,RandomForest
2026-01-08,17,17:00-18:00,Email,Sales,9,3.03,2.0,train,RandomForest
2026-01-08,17,17:00-18:00,Email,Technical,11,7.55,4.0,train,RandomForest
2026-01-08,17,17:00-18:00,Voice,Billing,14,12.06,2.0,train,RandomForest
2026-01-08,17,17:00-18:00,Voice,General,11,6.04,4.0,train,RandomForest
2026-01-08,17,17:00-18:00,Voice,Sales,19,19.26,4.0,train,RandomForest
2026-01-08,17,17:00-18:00,Voice,Technical,23,17.12,12.0,train,RandomForest
2026-01-08,18,18:00-19:00,Chat,Billing,1,3.17,2.0,train,RandomForest
2026-01-08,18,18:00-19:00,Chat,General,0,2.66,1.0,train,RandomForest
2026-01-08,18,18:00-19:00,Chat,Sales,1,4.42,0.0,train,RandomForest
2026-01-08,18,18:00-19:00,Chat,Technical,4,5.72,1.0,train,RandomForest
2026-01-08,18,18:00-19:00,Email,Billing,0,2.05,0.0,train,RandomForest
2026-01-08,18,18:00-19:00,Email,General,0,1.82,0.0,train,RandomForest
2026-01-08,18,18:00-19:00,Email,Sales,4,3.04,0.0,train,RandomForest
2026-01-08,18,18:00-19:00,Email,Technical,1,3.23,0.0,train,RandomForest
2026-01-08,18,18:00-19:00,Voice,Billing,4,4.87,1.0,train,RandomForest
2026-01-08,18,18:00-19:00,Voice,General,1,3.51,0.0,train,RandomForest
2026-01-08,18,18:00-19:00,Voice,Sales,4,6.76,1.0,train,RandomForest
2026-01-08,18,18:00-19:00,Voice,Technical,5,7.99,2.0,train,RandomForest
2026-01-08,19,19:00-20:00,Chat,Billing,4,3.27,0.0,train,RandomForest
2026-01-08,19,19:00-20:00,Chat,General,4,2.66,0.0,train,RandomForest
2026-01-08,19,19:00-20:00,Chat,Sales,4,4.52,0.0,train,RandomForest
2026-01-08,19,19:00-20:00,Chat,Technical,5,5.31,2.0,train,RandomForest
2026-01-08,19,19:00-20:00,Email,Billing,2,2.44,1.0,train,RandomForest
2026-01-08,19,19:00-20:00,Email,General,2,1.81,0.0,train,RandomForest
2026-01-08,19,19:00-20:00,Email,Sales,0,3.04,0.0,train,RandomForest
2026-01-08,19,19:00-20:00,Email,Technical,1,3.26,1.0,train,RandomForest
2026-01-08,19,19:00-20:00,Voice,Billing,6,5.0,1.0,train,RandomForest
2026-01-08,19,19:00-20:00,Voice,General,6,3.53,1.0,train,RandomForest
2026-01-08,19,19:00-20:00,Voice,Sales,6,6.76,4.0,train,RandomForest
2026-01-08,19,19:00-20:00,Voice,Technical,6,7.61,1.0,train,RandomForest
2026-01-08,20,20:00-21:00,Chat,Billing,6,3.23,2.0,train,RandomForest
2026-01-08,20,20:00-21:00,Chat,General,8,2.68,2.0,train,RandomForest
2026-01-08,20,20:00-21:00,Chat,Sales,6,4.46,3.0,train,RandomForest
2026-01-08,20,20:00-21:00,Chat,Technical,7,5.31,2.0,train,RandomForest
2026-01-08,20,20:00-21:00,Email,Billing,5,2.05,1.0,train,RandomForest
2026-01-08,20,20:00-21:00,Email,General,3,1.78,0.0,train,RandomForest
2026-01-08,20,20:00-21:00,Email,Sales,7,3.04,2.0,train,RandomForest
2026-01-08,20,20:00-21:00,Email,Technical,3,3.27,1.0,train,RandomForest
2026-01-08,20,20:00-21:00,Voice,Billing,6,4.94,1.0,train,RandomForest
2026-01-08,20,20:00-21:00,Voice,General,6,3.53,1.0,train,RandomForest
2026-01-08,20,20:00-21:00,Voice,Sales,16,7.6,3.0,train,RandomForest
2026-01-08,20,20:00-21:00,Voice,Technical,15,8.46,9.0,train,RandomForest
2026-01-08,21,21:00-22:00,Chat,Billing,4,3.26,1.0,train,RandomForest
2026-01-08,21,21:00-22:00,Chat,General,4,2.73,0.0,train,RandomForest
2026-01-08,21,21:00-22:00,Chat,Sales,10,4.54,2.0,train,RandomForest
2026-01-08,21,21:00-22:00,Chat,Technical,6,5.18,3.0,train,RandomForest
2026-01-08,21,21:00-22:00,Email,Billing,4,2.05,1.0,train,RandomForest
2026-01-08,21,21:00-22:00,Email,General,5,1.81,1.0,train,RandomForest
2026-01-08,21,21:00-22:00,Email,Sales,1,3.05,1.0,train,RandomForest
2026-01-08,21,21:00-22:00,Email,Technical,8,3.29,0.0,train,RandomForest
2026-01-08,21,21:00-22:00,Voice,Billing,3,4.87,0.0,train,RandomForest
2026-01-08,21,21:00-22:00,Voice,General,6,3.54,1.0,train,RandomForest
2026-01-08,21,21:00-22:00,Voice,Sales,17,6.92,1.0,train,RandomForest
2026-01-08,21,21:00-22:00,Voice,Technical,10,7.59,6.0,train,RandomForest
2026-01-08,22,22:00-23:00,Chat,Billing,5,3.22,2.0,train,RandomForest
2026-01-08,22,22:00-23:00,Chat,General,2,2.73,0.0,train,RandomForest
2026-01-08,22,22:00-23:00,Chat,Sales,3,4.42,2.0,train,RandomForest
2026-01-08,22,22:00-23:00,Chat,Technical,6,5.81,0.0,train,RandomForest
2026-01-08,22,22:00-23:00,Email,Billing,1,2.07,1.0,train,RandomForest
2026-01-08,22,22:00-23:00,Email,General,3,1.82,0.0,train,RandomForest
2026-01-08,22,22:00-23:00,Email,Sales,3,3.06,0.0,train,RandomForest
2026-01-08,22,22:00-23:00,Email,Technical,2,3.26,3.0,train,RandomForest
2026-01-08,22,22:00-23:00,Voice,Billing,6,4.84,0.0,train,RandomForest
2026-01-08,22,22:00-23:00,Voice,General,3,3.53,0.0,train,RandomForest
2026-01-08,22,22:00-23:00,Voice,Sales,12,7.07,0.0,train,RandomForest
2026-01-08,22,22:00-23:00,Voice,Technical,8,7.51,2.0,train,RandomForest
2026-01-08,23,23:00-00:00,Chat,Billing,7,3.27,0.0,train,RandomForest
2026-01-08,23,23:00-00:00,Chat,General,3,2.72,1.0,train,RandomForest
2026-01-08,23,23:00-00:00,Chat,Sales,3,4.49,1.0,train,RandomForest
2026-01-08,23,23:00-00:00,Chat,Technical,12,5.25,2.0,train,RandomForest
2026-01-08,23,23:00-00:00,Email,Billing,5,2.07,1.0,train,RandomForest
2026-01-08,23,23:00-00:00,Email,General,1,1.83,0.0,train,RandomForest
2026-01-08,23,23:00-00:00,Email,Sales,3,3.04,2.0,train,RandomForest
2026-01-08,23,23:00-00:00,Email,Technical,6,3.27,2.0,train,RandomForest
2026-01-08,23,23:00-00:00,Voice,Billing,6,4.76,0.0,train,RandomForest
2026-01-08,23,23:00-00:00,Voice,General,4,3.55,1.0,train,RandomForest
2026-01-08,23,23:00-00:00,Voice,Sales,9,6.83,1.0,train,RandomForest
2026-01-08,23,23:00-00:00,Voice,Technical,9,7.69,3.0,train,RandomForest
2026-01-09,0,00:00-01:00,Chat,Billing,1,3.18,2.0,train,RandomForest
2026-01-09,0,00:00-01:00,Chat,General,4,2.76,1.0,train,RandomForest
2026-01-09,0,00:00-01:00,Chat,Sales,5,4.52,3.0,train,RandomForest
2026-01-09,0,00:00-01:00,Chat,Technical,7,5.08,2.0,train,RandomForest
2026-01-09,0,00:00-01:00,Email,Billing,3,2.07,1.0,train,RandomForest
2026-01-09,0,00:00-01:00,Email,General,4,1.81,1.0,train,RandomForest
2026-01-09,0,00:00-01:00,Email,Sales,6,3.03,2.0,train,RandomForest
2026-01-09,0,00:00-01:00,Email,Technical,9,4.19,2.0,train,RandomForest
2026-01-09,0,00:00-01:00,Voice,Billing,5,4.73,4.0,train,RandomForest
2026-01-09,0,00:00-01:00,Voice,General,5,3.99,2.0,train,RandomForest
2026-01-09,0,00:00-01:00,Voice,Sales,5,6.69,1.0,train,RandomForest
2026-01-09,0,00:00-01:00,Voice,Technical,16,7.81,5.0,train,RandomForest
2026-01-09,1,01:00-02:00,Chat,Billing,5,3.19,4.0,train,RandomForest
2026-01-09,1,01:00-02:00,Chat,General,3,2.73,0.0,train,RandomForest
2026-01-09,1,01:00-02:00,Chat,Sales,4,4.58,4.0,train,RandomForest
2026-01-09,1,01:00-02:00,Chat,Technical,7,5.23,2.0,train,RandomForest
2026-01-09,1,01:00-02:00,Email,Billing,4,2.1,0.0,train,RandomForest
2026-01-09,1,01:00-02:00,Email,General,1,1.81,0.0,train,RandomForest
2026-01-09,1,01:00-02:00,Email,Sales,3,3.03,2.0,train,RandomForest
2026-01-09,1,01:00-02:00,Email,Technical,4,3.25,0.0,train,RandomForest
2026-01-09,1,01:00-02:00,Voice,Billing,8,4.86,4.0,train,RandomForest
2026-01-09,1,01:00-02:00,Voice,General,4,3.63,5.0,train,RandomForest
2026-01-09,1,01:00-02:00,Voice,Sales,10,7.04,5.0,train,RandomForest
2026-01-09,1,01:00-02:00,Voice,Technical,6,6.95,7.0,train,RandomForest
2026-01-09,2,02:00-03:00,Chat,Billing,5,3.33,7.0,train,RandomForest
2026-01-09,2,02:00-03:00,Chat,General,3,2.97,4.0,train,RandomForest
2026-01-09,2,02:00-03:00,Chat,Sales,5,4.53,11.0,train,RandomForest
2026-01-09,2,02:00-03:00,Chat,Technical,7,5.21,4.0,train,RandomForest
2026-01-09,2,02:00-03:00,Email,Billing,0,2.1,2.0,train,RandomForest
2026-01-09,2,02:00-03:00,Email,General,0,1.81,1.0,train,RandomForest
2026-01-09,2,02:00-03:00,Email,Sales,4,3.11,4.0,train,RandomForest
2026-01-09,2,02:00-03:00,Email,Technical,7,3.27,3.0,train,RandomForest
2026-01-09,2,02:00-03:00,Voice,Billing,4,4.73,7.0,train,RandomForest
2026-01-09,2,02:00-03:00,Voice,General,9,3.95,5.0,train,RandomForest
2026-01-09,2,02:00-03:00,Voice,Sales,11,6.27,7.0,train,RandomForest
2026-01-09,2,02:00-03:00,Voice,Technical,12,8.8,15.0,train,RandomForest
2026-01-09,3,03:00-04:00,Chat,Billing,6,3.27,3.0,train,RandomForest
2026-01-09,3,03:00-04:00,Chat,General,5,2.98,1.0,train,RandomForest
2026-01-09,3,03:00-04:00,Chat,Sales,1,4.61,2.0,train,RandomForest
2026-01-09,3,03:00-04:00,Chat,Technical,1,5.33,6.0,train,RandomForest
2026-01-09,3,03:00-04:00,Email,Billing,1,2.11,3.0,train,RandomForest
2026-01-09,3,03:00-04:00,Email,General,0,1.81,1.0,train,RandomForest
