date,day_of_week,hour,interval,channel,skill_group,holiday,is_weekend,predicted_calls,lower_bound,upper_bound
2026-06-30,Tuesday,6,06:00-07:00,Chat,Technical,0,0,5.13,0.0,11.5
2026-06-30,Tuesday,6,06:00-07:00,Chat,Sales,0,0,4.45,0.0,10.82
2026-06-30,Tuesday,6,06:00-07:00,Chat,General,0,0,2.67,0.0,9.04
2026-06-30,Tuesday,6,06:00-07:00,Email,Billing,0,0,2.01,0.0,8.38
2026-06-30,Tuesday,6,06:00-07:00,Email,Technical,0,0,3.28,0.0,9.65
2026-06-30,Tuesday,6,06:00-07:00,Email,Sales,0,0,2.55,0.0,8.92
2026-06-30,Tuesday,6,06:00-07:00,Email,General,0,0,1.69,0.0,8.06
2026-06-30,Tuesday,7,07:00-08:00,Voice,Billing,0,0,4.6,0.0,10.97
2026-06-30,Tuesday,7,07:00-08:00,Voice,Technical,0,0,8.87,2.5,15.24
2026-06-30,Tuesday,7,07:00-08:00,Voice,Sales,0,0,7.05,0.68,13.42
2026-06-30,Tuesday,7,07:00-08:00,Voice,General,0,0,3.66,0.0,10.03
2026-06-30,Tuesday,7,07:00-08:00,Chat,Billing,0,0,3.55,0.0,9.92
2026-06-30,Tuesday,7,07:00-08:00,Chat,Technical,0,0,5.01,0.0,11.38
2026-06-30,Tuesday,7,07:00-08:00,Chat,Sales,0,0,3.97,0.0,10.34
2026-06-30,Tuesday,7,07:00-08:00,Chat,General,0,0,2.97,0.0,9.34
2026-06-30,Tuesday,7,07:00-08:00,Email,Billing,0,0,1.84,0.0,8.21
2026-06-30,Tuesday,7,07:00-08:00,Email,Technical,0,0,2.95,0.0,9.32
2026-06-30,Tuesday,7,07:00-08:00,Email,Sales,0,0,2.57,0.0,8.94
2026-06-30,Tuesday,7,07:00-08:00,Email,General,0,0,1.2,0.0,7.57
2026-06-30,Tuesday,8,08:00-09:00,Voice,Billing,0,0,14.83,8.46,21.2
2026-06-30,Tuesday,8,08:00-09:00,Voice,Technical,0,0,24.63,18.26,31.0
2026-06-30,Tuesday,8,08:00-09:00,Voice,Sales,0,0,20.27,13.9,26.64
2026-06-30,Tuesday,8,08:00-09:00,Voice,General,0,0,9.44,3.07,15.81
2026-06-30,Tuesday,8,08:00-09:00,Chat,Billing,0,0,9.06,2.69,15.43
2026-06-30,Tuesday,8,08:00-09:00,Chat,Technical,0,0,15.96,9.59,22.33
2026-06-30,Tuesday,8,08:00-09:00,Chat,Sales,0,0,13.59,7.22,19.96
2026-06-30,Tuesday,8,08:00-09:00,Chat,General,0,0,7.69,1.32,14.06
2026-06-30,Tuesday,8,08:00-09:00,Email,Billing,0,0,6.19,0.0,12.56
2026-06-30,Tuesday,8,08:00-09:00,Email,Technical,0,0,9.61,3.24,15.98
2026-06-30,Tuesday,8,08:00-09:00,Email,Sales,0,0,7.45,1.08,13.82
2026-06-30,Tuesday,8,08:00-09:00,Email,General,0,0,4.98,0.0,11.35
2026-06-30,Tuesday,9,09:00-10:00,Voice,Billing,0,0,21.87,15.5,28.24
2026-06-30,Tuesday,9,09:00-10:00,Voice,Technical,0,0,33.13,26.76,39.5
2026-06-30,Tuesday,9,09:00-10:00,Voice,Sales,0,0,29.12,22.75,35.49
2026-06-30,Tuesday,9,09:00-10:00,Voice,General,0,0,15.3,8.93,21.67
2026-06-30,Tuesday,9,09:00-10:00,Chat,Billing,0,0,15.46,9.09,21.83
2026-06-30,Tuesday,9,09:00-10:00,Chat,Technical,0,0,23.74,17.37,30.11
2026-06-30,Tuesday,9,09:00-10:00,Chat,Sales,0,0,19.16,12.79,25.53
2026-06-30,Tuesday,9,09:00-10:00,Chat,General,0,0,11.5,5.13,17.87
2026-06-30,Tuesday,9,09:00-10:00,Email,Billing,0,0,8.49,2.12,14.86
2026-06-30,Tuesday,9,09:00-10:00,Email,Technical,0,0,14.24,7.87,20.61
2026-06-30,Tuesday,9,09:00-10:00,Email,Sales,0,0,11.99,5.62,18.36
2026-06-30,Tuesday,9,09:00-10:00,Email,General,0,0,7.0,0.63,13.37
2026-06-30,Tuesday,10,10:00-11:00,Voice,Billing,0,0,27.64,21.27,34.01
2026-06-30,Tuesday,10,10:00-11:00,Voice,Technical,0,0,41.44,35.07,47.81
2026-06-30,Tuesday,10,10:00-11:00,Voice,Sales,0,0,37.83,31.46,44.2
2026-06-30,Tuesday,10,10:00-11:00,Voice,General,0,0,20.05,13.68,26.42
2026-06-30,Tuesday,10,10:00-11:00,Chat,Billing,0,0,17.04,10.67,23.41
2026-06-30,Tuesday,10,10:00-11:00,Chat,Technical,0,0,29.53,23.16,35.9
2026-06-30,Tuesday,10,10:00-11:00,Chat,Sales,0,0,24.28,17.91,30.65
2026-06-30,Tuesday,10,10:00-11:00,Chat,General,0,0,13.18,6.81,19.55
2026-06-30,Tuesday,10,10:00-11:00,Email,Billing,0,0,11.91,5.54,18.28
2026-06-30,Tuesday,10,10:00-11:00,Email,Technical,0,0,18.77,12.4,25.14
2026-06-30,Tuesday,10,10:00-11:00,Email,Sales,0,0,15.16,8.79,21.53
2026-06-30,Tuesday,10,10:00-11:00,Email,General,0,0,8.36,1.99,14.73
2026-06-30,Tuesday,11,11:00-12:00,Voice,Billing,0,0,32.27,25.9,38.64
2026-06-30,Tuesday,11,11:00-12:00,Voice,Technical,0,0,50.68,44.31,57.05
2026-06-30,Tuesday,11,11:00-12:00,Voice,Sales,0,0,43.79,37.42,50.16
2026-06-30,Tuesday,11,11:00-12:00,Voice,General,0,0,24.45,18.08,30.82
2026-06-30,Tuesday,11,11:00-12:00,Chat,Billing,0,0,21.16,14.79,27.53
2026-06-30,Tuesday,11,11:00-12:00,Chat,Technical,0,0,33.61,27.24,39.98
2026-06-30,Tuesday,11,11:00-12:00,Chat,Sales,0,0,28.93,22.56,35.3
2026-06-30,Tuesday,11,11:00-12:00,Chat,General,0,0,15.54,9.17,21.91
2026-06-30,Tuesday,11,11:00-12:00,Email,Billing,0,0,12.98,6.61,19.35
2026-06-30,Tuesday,11,11:00-12:00,Email,Technical,0,0,20.74,14.37,27.11
2026-06-30,Tuesday,11,11:00-12:00,Email,Sales,0,0,18.25,11.88,24.62
2026-06-30,Tuesday,11,11:00-12:00,Email,General,0,0,9.67,3.3,16.04
2026-06-30,Tuesday,12,12:00-13:00,Voice,Billing,0,0,32.86,26.49,39.23
2026-06-30,Tuesday,12,12:00-13:00,Voice,Technical,0,0,54.31,47.94,60.68
2026-06-30,Tuesday,12,12:00-13:00,Voice,Sales,0,0,45.1,38.73,51.47
2026-06-30,Tuesday,12,12:00-13:00,Voice,General,0,0,25.18,18.81,31.55
2026-06-30,Tuesday,12,12:00-13:00,Chat,Billing,0,0,21.16,14.79,27.53
2026-06-30,Tuesday,12,12:00-13:00,Chat,Technical,0,0,34.18,27.81,40.55
2026-06-30,Tuesday,12,12:00-13:00,Chat,Sales,0,0,29.17,22.8,35.54
2026-06-30,Tuesday,12,12:00-13:00,Chat,General,0,0,16.51,10.14,22.88
2026-06-30,Tuesday,12,12:00-13:00,Email,Billing,0,0,13.38,7.01,19.75
2026-06-30,Tuesday,12,12:00-13:00,Email,Technical,0,0,21.41,15.04,27.78
2026-06-30,Tuesday,12,12:00-13:00,Email,Sales,0,0,18.46,12.09,24.83
2026-06-30,Tuesday,12,12:00-13:00,Email,General,0,0,10.08,3.71,16.45
2026-06-30,Tuesday,13,13:00-14:00,Voice,Billing,0,0,33.26,26.89,39.63
2026-06-30,Tuesday,13,13:00-14:00,Voice,Technical,0,0,52.37,46.0,58.74
2026-06-30,Tuesday,13,13:00-14:00,Voice,Sales,0,0,44.89,38.52,51.26
2026-06-30,Tuesday,13,13:00-14:00,Voice,General,0,0,25.14,18.77,31.51
2026-06-30,Tuesday,13,13:00-14:00,Chat,Billing,0,0,21.16,14.79,27.53
2026-06-30,Tuesday,13,13:00-14:00,Chat,Technical,0,0,34.44,28.07,40.81
2026-06-30,Tuesday,13,13:00-14:00,Chat,Sales,0,0,29.17,22.8,35.54
2026-06-30,Tuesday,13,13:00-14:00,Chat,General,0,0,16.6,10.23,22.97
2026-06-30,Tuesday,13,13:00-14:00,Email,Billing,0,0,13.41,7.04,19.78
2026-06-30,Tuesday,13,13:00-14:00,Email,Technical,0,0,21.41,15.04,27.78
2026-06-30,Tuesday,13,13:00-14:00,Email,Sales,0,0,18.46,12.09,24.83
2026-06-30,Tuesday,13,13:00-14:00,Email,General,0,0,10.06,3.69,16.43
2026-06-30,Tuesday,14,14:00-15:00,Voice,Billing,0,0,33.26,26.89,39.63
2026-06-30,Tuesday,14,14:00-15:00,Voice,Technical,0,0,52.33,45.96,58.7
2026-06-30,Tuesday,14,14:00-15:00,Voice,Sales,0,0,44.24,37.87,50.61
2026-06-30,Tuesday,14,14:00-15:00,Voice,General,0,0,22.45,16.08,28.82
2026-06-30,Tuesday,14,14:00-15:00,Chat,Billing,0,0,20.43,14.06,26.8
2026-06-30,Tuesday,14,14:00-15:00,Chat,Technical,0,0,33.98,27.61,40.35
2026-06-30,Tuesday,14,14:00-15:00,Chat,Sales,0,0,28.76,22.39,35.13
2026-06-30,Tuesday,14,14:00-15:00,Chat,General,0,0,15.63,9.26,22.0
2026-06-30,Tuesday,14,14:00-15:00,Email,Billing,0,0,13.35,6.98,19.72
2026-06-30,Tuesday,14,14:00-15:00,Email,Technical,0,0,20.61,14.24,26.98
2026-06-30,Tuesday,14,14:00-15:00,Email,Sales,0,0,18.33,11.96,24.7
2026-06-30,Tuesday,14,14:00-15:00,Email,General,0,0,9.81,3.44,16.18
2026-06-30,Tuesday,15,15:00-16:00,Voice,Billing,0,0,26.62,20.25,32.99
2026-06-30,Tuesday,15,15:00-16:00,Voice,Technical,0,0,41.99,35.62,48.36
2026-06-30,Tuesday,15,15:00-16:00,Voice,Sales,0,0,36.76,30.39,43.13
2026-06-30,Tuesday,15,15:00-16:00,Voice,General,0,0,20.89,14.52,27.26
2026-06-30,Tuesday,15,15:00-16:00,Chat,Billing,0,0,18.1,11.73,24.47
2026-06-30,Tuesday,15,15:00-16:00,Chat,Technical,0,0,29.71,23.34,36.08
2026-06-30,Tuesday,15,15:00-16:00,Chat,Sales,0,0,25.98,19.61,32.35
2026-06-30,Tuesday,15,15:00-16:00,Chat,General,0,0,12.28,5.91,18.65
2026-06-30,Tuesday,15,15:00-16:00,Email,Billing,0,0,9.65,3.28,16.02
2026-06-30,Tuesday,15,15:00-16:00,Email,Technical,0,0,19.08,12.71,25.45
2026-06-30,Tuesday,15,15:00-16:00,Email,Sales,0,0,16.6,10.23,22.97
2026-06-30,Tuesday,15,15:00-16:00,Email,General,0,0,8.1,1.73,14.47
2026-06-30,Tuesday,16,16:00-17:00,Voice,Billing,0,0,20.41,14.04,26.78
2026-06-30,Tuesday,16,16:00-17:00,Voice,Technical,0,0,34.6,28.23,40.97
2026-06-30,Tuesday,16,16:00-17:00,Voice,Sales,0,0,27.91,21.54,34.28
2026-06-30,Tuesday,16,16:00-17:00,Voice,General,0,0,16.95,10.58,23.32
2026-06-30,Tuesday,16,16:00-17:00,Chat,Billing,0,0,13.59,7.22,19.96
2026-06-30,Tuesday,16,16:00-17:00,Chat,Technical,0,0,22.39,16.02,28.76
2026-06-30,Tuesday,16,16:00-17:00,Chat,Sales,0,0,19.17,12.8,25.54
2026-06-30,Tuesday,16,16:00-17:00,Chat,General,0,0,10.84,4.47,17.21
2026-06-30,Tuesday,16,16:00-17:00,Email,Billing,0,0,8.71,2.34,15.08
2026-06-30,Tuesday,16,16:00-17:00,Email,Technical,0,0,14.29,7.92,20.66
2026-06-30,Tuesday,16,16:00-17:00,Email,Sales,0,0,12.13,5.76,18.5
2026-06-30,Tuesday,16,16:00-17:00,Email,General,0,0,6.83,0.46,13.2
2026-06-30,Tuesday,17,17:00-18:00,Voice,Billing,0,0,14.51,8.14,20.88
2026-06-30,Tuesday,17,17:00-18:00,Voice,Technical,0,0,24.41,18.04,30.78
2026-06-30,Tuesday,17,17:00-18:00,Voice,Sales,0,0,18.6,12.23,24.97
2026-06-30,Tuesday,17,17:00-18:00,Voice,General,0,0,10.8,4.43,17.17
2026-06-30,Tuesday,17,17:00-18:00,Chat,Billing,0,0,7.96,1.59,14.33
2026-06-30,Tuesday,17,17:00-18:00,Chat,Technical,0,0,16.33,9.96,22.7
2026-06-30,Tuesday,17,17:00-18:00,Chat,Sales,0,0,12.69,6.32,19.06
2026-06-30,Tuesday,17,17:00-18:00,Chat,General,0,0,7.17,0.8,13.54
2026-06-30,Tuesday,17,17:00-18:00,Email,Billing,0,0,6.82,0.45,13.19
2026-06-30,Tuesday,17,17:00-18:00,Email,Technical,0,0,9.1,2.73,15.47
2026-06-30,Tuesday,17,17:00-18:00,Email,Sales,0,0,7.74,1.37,14.11
2026-06-30,Tuesday,17,17:00-18:00,Email,General,0,0,4.15,0.0,10.52
2026-06-30,Tuesday,18,18:00-19:00,Voice,Billing,0,0,4.24,0.0,10.61
2026-06-30,Tuesday,18,18:00-19:00,Voice,Technical,0,0,7.03,0.66,13.4
2026-06-30,Tuesday,18,18:00-19:00,Voice,Sales,0,0,5.86,0.0,12.23
2026-06-30,Tuesday,18,18:00-19:00,Voice,General,0,0,3.41,0.0,9.78
2026-06-30,Tuesday,18,18:00-19:00,Chat,Billing,0,0,3.32,0.0,9.69
2026-06-30,Tuesday,18,18:00-19:00,Chat,Technical,0,0,5.07,0.0,11.44
2026-06-30,Tuesday,18,18:00-19:00,Chat,Sales,0,0,4.45,0.0,10.82
2026-06-30,Tuesday,18,18:00-19:00,Chat,General,0,0,2.26,0.0,8.63
2026-06-30,Tuesday,18,18:00-19:00,Email,Billing,0,0,1.96,0.0,8.33
2026-06-30,Tuesday,18,18:00-19:00,Email,Technical,0,0,3.3,0.0,9.67
2026-06-30,Tuesday,18,18:00-19:00,Email,Sales,0,0,2.75,0.0,9.12
2026-06-30,Tuesday,18,18:00-19:00,Email,General,0,0,1.35,0.0,7.72
2026-06-30,Tuesday,19,19:00-20:00,Voice,Billing,0,0,4.43,0.0,10.8
2026-06-30,Tuesday,19,19:00-20:00,Voice,Technical,0,0,6.72,0.35,13.09
2026-06-30,Tuesday,19,19:00-20:00,Voice,Sales,0,0,6.62,0.25,12.99
2026-06-30,Tuesday,19,19:00-20:00,Voice,General,0,0,3.48,0.0,9.85
2026-06-30,Tuesday,19,19:00-20:00,Chat,Billing,0,0,3.2,0.0,9.57
2026-06-30,Tuesday,19,19:00-20:00,Chat,Technical,0,0,5.31,0.0,11.68
2026-06-30,Tuesday,19,19:00-20:00,Chat,Sales,0,0,4.57,0.0,10.94
2026-06-30,Tuesday,19,19:00-20:00,Chat,General,0,0,2.41,0.0,8.78
2026-06-30,Tuesday,19,19:00-20:00,Email,Billing,0,0,2.0,0.0,8.37
2026-06-30,Tuesday,19,19:00-20:00,Email,Technical,0,0,3.16,0.0,9.53
2026-06-30,Tuesday,19,19:00-20:00,Email,Sales,0,0,2.74,0.0,9.11
2026-06-30,Tuesday,19,19:00-20:00,Email,General,0,0,1.54,0.0,7.91
2026-06-30,Tuesday,20,20:00-21:00,Voice,Billing,0,0,5.4,0.0,11.77
2026-06-30,Tuesday,20,20:00-21:00,Voice,Technical,0,0,8.03,1.66,14.4
2026-06-30,Tuesday,20,20:00-21:00,Voice,Sales,0,0,6.95,0.58,13.32
2026-06-30,Tuesday,20,20:00-21:00,Voice,General,0,0,4.02,0.0,10.39
2026-06-30,Tuesday,20,20:00-21:00,Chat,Billing,0,0,3.22,0.0,9.59
2026-06-30,Tuesday,20,20:00-21:00,Chat,Technical,0,0,5.4,0.0,11.77
2026-06-30,Tuesday,20,20:00-21:00,Chat,Sales,0,0,4.65,0.0,11.02
2026-06-30,Tuesday,20,20:00-21:00,Chat,General,0,0,2.68,0.0,9.05
2026-06-30,Tuesday,20,20:00-21:00,Email,Billing,0,0,2.15,0.0,8.52
2026-06-30,Tuesday,20,20:00-21:00,Email,Technical,0,0,3.04,0.0,9.41
2026-06-30,Tuesday,20,20:00-21:00,Email,Sales,0,0,2.83,0.0,9.2
2026-06-30,Tuesday,20,20:00-21:00,Email,General,0,0,1.58,0.0,7.95
2026-06-30,Tuesday,21,21:00-22:00,Voice,Billing,0,0,5.49,0.0,11.86
2026-06-30,Tuesday,21,21:00-22:00,Voice,Technical,0,0,8.35,1.98,14.72
2026-06-30,Tuesday,21,21:00-22:00,Voice,Sales,0,0,6.78,0.41,13.15
2026-06-30,Tuesday,21,21:00-22:00,Voice,General,0,0,4.34,0.0,10.71
2026-06-30,Tuesday,21,21:00-22:00,Chat,Billing,0,0,3.36,0.0,9.73
2026-06-30,Tuesday,21,21:00-22:00,Chat,Technical,0,0,5.3,0.0,11.67
2026-06-30,Tuesday,21,21:00-22:00,Chat,Sales,0,0,4.66,0.0,11.03
2026-06-30,Tuesday,21,21:00-22:00,Chat,General,0,0,2.73,0.0,9.1
2026-06-30,Tuesday,21,21:00-22:00,Email,Billing,0,0,2.1,0.0,8.47
2026-06-30,Tuesday,21,21:00-22:00,Email,Technical,0,0,3.16,0.0,9.53
2026-06-30,Tuesday,21,21:00-22:00,Email,Sales,0,0,2.75,0.0,9.12
2026-06-30,Tuesday,21,21:00-22:00,Email,General,0,0,1.83,0.0,8.2
2026-06-30,Tuesday,22,22:00-23:00,Voice,Billing,0,0,5.69,0.0,12.06
2026-06-30,Tuesday,22,22:00-23:00,Voice,Technical,0,0,8.3,1.93,14.67
2026-06-30,Tuesday,22,22:00-23:00,Voice,Sales,0,0,6.89,0.52,13.26
2026-06-30,Tuesday,22,22:00-23:00,Voice,General,0,0,3.31,0.0,9.68
2026-06-30,Tuesday,22,22:00-23:00,Chat,Billing,0,0,3.31,0.0,9.68
2026-06-30,Tuesday,22,22:00-23:00,Chat,Technical,0,0,5.27,0.0,11.64
2026-06-30,Tuesday,22,22:00-23:00,Chat,Sales,0,0,4.69,0.0,11.06
2026-06-30,Tuesday,22,22:00-23:00,Chat,General,0,0,2.6,0.0,8.97
2026-06-30,Tuesday,22,22:00-23:00,Email,Billing,0,0,2.12,0.0,8.49
2026-06-30,Tuesday,22,22:00-23:00,Email,Technical,0,0,3.21,0.0,9.58
2026-06-30,Tuesday,22,22:00-23:00,Email,Sales,0,0,3.06,0.0,9.43
2026-06-30,Tuesday,22,22:00-23:00,Email,General,0,0,1.77,0.0,8.14
2026-06-30,Tuesday,23,23:00-00:00,Voice,Billing,0,0,6.06,0.0,12.43
2026-06-30,Tuesday,23,23:00-00:00,Voice,Technical,0,0,8.82,2.45,15.19
2026-06-30,Tuesday,23,23:00-00:00,Voice,Sales,0,0,7.0,0.63,13.37
2026-06-30,Tuesday,23,23:00-00:00,Voice,General,0,0,3.3,0.0,9.67
2026-06-30,Tuesday,23,23:00-00:00,Chat,Billing,0,0,3.4,0.0,9.77
2026-06-30,Tuesday,23,23:00-00:00,Chat,Technical,0,0,5.34,0.0,11.71
2026-06-30,Tuesday,23,23:00-00:00,Chat,Sales,0,0,4.49,0.0,10.86
2026-06-30,Tuesday,23,23:00-00:00,Chat,General,0,0,2.78,0.0,9.15
2026-06-30,Tuesday,23,23:00-00:00,Email,Billing,0,0,1.97,0.0,8.34
2026-06-30,Tuesday,23,23:00-00:00,Email,Technical,0,0,3.21,0.0,9.58
2026-06-30,Tuesday,23,23:00-00:00,Email,Sales,0,0,2.81,0.0,9.18
2026-06-30,Tuesday,23,23:00-00:00,Email,General,0,0,1.94,0.0,8.31
2026-07-01,Wednesday,0,00:00-01:00,Voice,Billing,0,0,4.17,0.0,10.54
2026-07-01,Wednesday,0,00:00-01:00,Voice,Technical,0,0,8.75,2.38,15.12
2026-07-01,Wednesday,0,00:00-01:00,Voice,Sales,0,0,7.46,1.09,13.83
2026-07-01,Wednesday,0,00:00-01:00,Voice,General,0,0,5.04,0.0,11.41
2026-07-01,Wednesday,0,00:00-01:00,Chat,Billing,0,0,3.31,0.0,9.68
2026-07-01,Wednesday,0,00:00-01:00,Chat,Technical,0,0,4.96,0.0,11.33
2026-07-01,Wednesday,0,00:00-01:00,Chat,Sales,0,0,4.73,0.0,11.1
2026-07-01,Wednesday,0,00:00-01:00,Chat,General,0,0,2.76,0.0,9.13
2026-07-01,Wednesday,0,00:00-01:00,Email,Billing,0,0,1.78,0.0,8.15
2026-07-01,Wednesday,0,00:00-01:00,Email,Technical,0,0,3.94,0.0,10.31
2026-07-01,Wednesday,0,00:00-01:00,Email,Sales,0,0,3.01,0.0,9.38
2026-07-01,Wednesday,0,00:00-01:00,Email,General,0,0,1.49,0.0,7.86
2026-07-01,Wednesday,1,01:00-02:00,Voice,Billing,0,0,4.03,0.0,10.4
