date,day_of_week,hour,interval,channel,skill_group,holiday,is_weekend,lag_24,lag_168,rolling_mean_24,predicted_calls
2026-06-30,Tuesday,1,01:00-02:00,Email,General,0,0,0,0,3.5416666666666665,1.74
2026-06-30,Tuesday,2,02:00-03:00,Voice,Billing,0,0,3,3,12.708333333333334,4.91
2026-06-30,Tuesday,2,02:00-03:00,Voice,Technical,0,0,3,3,19.25,6.66
2026-06-30,Tuesday,2,02:00-03:00,Voice,Sales,0,0,6,6,16.875,6.36
2026-06-30,Tuesday,2,02:00-03:00,Voice,General,0,0,7,7,9.208333333333334,4.65
2026-06-30,Tuesday,2,02:00-03:00,Chat,Billing,0,0,3,3,8.333333333333334,3.09
2026-06-30,Tuesday,2,02:00-03:00,Chat,Technical,0,0,2,2,13.5,5.02
2026-06-30,Tuesday,2,02:00-03:00,Chat,Sales,0,0,4,4,11.041666666666666,3.88
2026-06-30,Tuesday,2,02:00-03:00,Chat,General,0,0,0,0,5.791666666666667,2.62
2026-06-30,Tuesday,2,02:00-03:00,Email,Billing,0,0,3,3,4.75,2.07
2026-06-30,Tuesday,2,02:00-03:00,Email,Technical,0,0,1,1,9.166666666666666,3.28
2026-06-30,Tuesday,2,02:00-03:00,Email,Sales,0,0,1,1,6.5,2.47
2026-06-30,Tuesday,2,02:00-03:00,Email,General,0,0,0,0,3.5,1.74
2026-06-30,Tuesday,3,03:00-04:00,Voice,Billing,0,0,4,4,12.666666666666666,5.0
2026-06-30,Tuesday,3,03:00-04:00,Voice,Technical,0,0,11,11,19.25,6.63
2026-06-30,Tuesday,3,03:00-04:00,Voice,Sales,0,0,14,14,17.0,9.72
2026-06-30,Tuesday,3,03:00-04:00,Voice,General,0,0,5,5,9.375,3.63
2026-06-30,Tuesday,3,03:00-04:00,Chat,Billing,0,0,4,4,8.458333333333334,3.12
2026-06-30,Tuesday,3,03:00-04:00,Chat,Technical,0,0,10,10,13.541666666666666,6.5
2026-06-30,Tuesday,3,03:00-04:00,Chat,Sales,0,0,6,6,11.125,3.92
2026-06-30,Tuesday,3,03:00-04:00,Chat,General,0,0,5,5,5.75,2.44
2026-06-30,Tuesday,3,03:00-04:00,Email,Billing,0,0,2,2,4.875,2.07
2026-06-30,Tuesday,3,03:00-04:00,Email,Technical,0,0,2,2,9.208333333333334,3.28
2026-06-30,Tuesday,3,03:00-04:00,Email,Sales,0,0,1,1,6.458333333333333,2.37
2026-06-30,Tuesday,3,03:00-04:00,Email,General,0,0,4,4,3.5,2.06
2026-06-30,Tuesday,4,04:00-05:00,Voice,Billing,0,0,5,5,12.75,4.9
2026-06-30,Tuesday,4,04:00-05:00,Voice,Technical,0,0,16,16,19.541666666666668,13.34
2026-06-30,Tuesday,4,04:00-05:00,Voice,Sales,0,0,13,13,17.5,9.05
2026-06-30,Tuesday,4,04:00-05:00,Voice,General,0,0,5,5,9.541666666666666,3.58
2026-06-30,Tuesday,4,04:00-05:00,Chat,Billing,0,0,5,5,8.625,3.17
2026-06-30,Tuesday,4,04:00-05:00,Chat,Technical,0,0,8,8,13.958333333333334,5.03
2026-06-30,Tuesday,4,04:00-05:00,Chat,Sales,0,0,6,6,11.333333333333334,4.43
2026-06-30,Tuesday,4,04:00-05:00,Chat,General,0,0,7,7,5.833333333333333,4.65
2026-06-30,Tuesday,4,04:00-05:00,Email,Billing,0,0,3,3,4.916666666666667,2.08
2026-06-30,Tuesday,4,04:00-05:00,Email,Technical,0,0,9,9,9.25,3.89
2026-06-30,Tuesday,4,04:00-05:00,Email,Sales,0,0,2,2,6.375,2.27
2026-06-30,Tuesday,4,04:00-05:00,Email,General,0,0,2,2,3.625,1.74
2026-06-30,Tuesday,5,05:00-06:00,Voice,Billing,0,0,9,9,12.916666666666666,4.96
2026-06-30,Tuesday,5,05:00-06:00,Voice,Technical,0,0,11,11,20.041666666666668,5.27
2026-06-30,Tuesday,5,05:00-06:00,Voice,Sales,0,0,17,17,17.958333333333332,11.86
2026-06-30,Tuesday,5,05:00-06:00,Voice,General,0,0,7,7,9.625,4.46
2026-06-30,Tuesday,5,05:00-06:00,Chat,Billing,0,0,6,6,8.791666666666666,3.46
2026-06-30,Tuesday,5,05:00-06:00,Chat,Technical,0,0,6,6,14.166666666666666,5.37
2026-06-30,Tuesday,5,05:00-06:00,Chat,Sales,0,0,5,5,11.375,4.56
2026-06-30,Tuesday,5,05:00-06:00,Chat,General,0,0,3,3,6.041666666666667,2.57
2026-06-30,Tuesday,5,05:00-06:00,Email,Billing,0,0,2,2,5.0,2.07
2026-06-30,Tuesday,5,05:00-06:00,Email,Technical,0,0,1,1,9.5,3.21
2026-06-30,Tuesday,5,05:00-06:00,Email,Sales,0,0,4,4,6.458333333333333,2.6
2026-06-30,Tuesday,5,05:00-06:00,Email,General,0,0,2,2,3.7083333333333335,1.74
2026-06-30,Tuesday,6,06:00-07:00,Voice,Billing,0,0,1,1,13.166666666666666,5.06
2026-06-30,Tuesday,6,06:00-07:00,Voice,Technical,0,0,2,2,20.375,6.65
2026-06-30,Tuesday,6,06:00-07:00,Voice,Sales,0,0,2,2,18.666666666666668,6.71
2026-06-30,Tuesday,6,06:00-07:00,Voice,General,0,0,1,1,9.875,3.49
2026-06-30,Tuesday,6,06:00-07:00,Chat,Billing,0,0,0,0,9.0,3.15
2026-06-30,Tuesday,6,06:00-07:00,Chat,Technical,0,0,1,1,14.208333333333334,5.79
2026-06-30,Tuesday,6,06:00-07:00,Chat,Sales,0,0,2,2,11.583333333333334,4.37
2026-06-30,Tuesday,6,06:00-07:00,Chat,General,0,0,1,1,6.125,2.61
2026-06-30,Tuesday,6,06:00-07:00,Email,Billing,0,0,1,1,5.0,2.07
2026-06-30,Tuesday,6,06:00-07:00,Email,Technical,0,0,2,2,9.458333333333334,3.21
2026-06-30,Tuesday,6,06:00-07:00,Email,Sales,0,0,1,1,6.625,2.49
2026-06-30,Tuesday,6,06:00-07:00,Email,General,0,0,1,1,3.7916666666666665,1.74
2026-06-30,Tuesday,7,07:00-08:00,Voice,Billing,0,0,4,4,13.041666666666666,4.86
2026-06-30,Tuesday,7,07:00-08:00,Voice,Technical,0,0,4,4,20.25,7.73
2026-06-30,Tuesday,7,07:00-08:00,Voice,Sales,0,0,1,1,18.625,6.44
2026-06-30,Tuesday,7,07:00-08:00,Voice,General,0,0,1,1,9.791666666666666,3.5
2026-06-30,Tuesday,7,07:00-08:00,Chat,Billing,0,0,1,1,8.916666666666666,3.1
2026-06-30,Tuesday,7,07:00-08:00,Chat,Technical,0,0,4,4,13.958333333333334,5.25
2026-06-30,Tuesday,7,07:00-08:00,Chat,Sales,0,0,6,6,11.541666666666666,4.41
2026-06-30,Tuesday,7,07:00-08:00,Chat,General,0,0,2,2,6.041666666666667,2.61
2026-06-30,Tuesday,7,07:00-08:00,Email,Billing,0,0,1,1,4.916666666666667,2.07
2026-06-30,Tuesday,7,07:00-08:00,Email,Technical,0,0,1,1,9.25,3.29
2026-06-30,Tuesday,7,07:00-08:00,Email,Sales,0,0,0,0,6.666666666666667,2.49
2026-06-30,Tuesday,7,07:00-08:00,Email,General,0,0,1,1,3.6666666666666665,1.74
2026-06-30,Tuesday,8,08:00-09:00,Voice,Billing,0,0,12,12,13.125,12.62
2026-06-30,Tuesday,8,08:00-09:00,Voice,Technical,0,0,28,28,20.166666666666668,28.46
2026-06-30,Tuesday,8,08:00-09:00,Voice,Sales,0,0,11,11,18.333333333333332,11.12
2026-06-30,Tuesday,8,08:00-09:00,Voice,General,0,0,7,7,9.666666666666666,7.8
2026-06-30,Tuesday,8,08:00-09:00,Chat,Billing,0,0,13,13,8.875,12.61
2026-06-30,Tuesday,8,08:00-09:00,Chat,Technical,0,0,14,14,14.0,14.15
2026-06-30,Tuesday,8,08:00-09:00,Chat,Sales,0,0,8,8,11.625,10.53
2026-06-30,Tuesday,8,08:00-09:00,Chat,General,0,0,8,8,6.083333333333333,9.15
2026-06-30,Tuesday,8,08:00-09:00,Email,Billing,0,0,8,8,4.833333333333333,9.13
2026-06-30,Tuesday,8,08:00-09:00,Email,Technical,0,0,6,6,9.0,8.76
2026-06-30,Tuesday,8,08:00-09:00,Email,Sales,0,0,6,6,6.583333333333333,6.97
2026-06-30,Tuesday,8,08:00-09:00,Email,General,0,0,6,6,3.625,6.76
2026-06-30,Tuesday,9,09:00-10:00,Voice,Billing,0,0,21,21,12.75,20.52
2026-06-30,Tuesday,9,09:00-10:00,Voice,Technical,0,0,29,29,20.416666666666668,30.3
2026-06-30,Tuesday,9,09:00-10:00,Voice,Sales,0,0,26,26,17.791666666666668,27.7
2026-06-30,Tuesday,9,09:00-10:00,Voice,General,0,0,14,14,9.625,13.82
2026-06-30,Tuesday,9,09:00-10:00,Chat,Billing,0,0,15,15,8.875,14.74
2026-06-30,Tuesday,9,09:00-10:00,Chat,Technical,0,0,20,20,13.708333333333334,19.98
2026-06-30,Tuesday,9,09:00-10:00,Chat,Sales,0,0,16,16,11.333333333333334,17.59
2026-06-30,Tuesday,9,09:00-10:00,Chat,General,0,0,12,12,6.083333333333333,12.2
2026-06-30,Tuesday,9,09:00-10:00,Email,Billing,0,0,11,11,4.791666666666667,10.71
2026-06-30,Tuesday,9,09:00-10:00,Email,Technical,0,0,15,15,8.75,14.74
2026-06-30,Tuesday,9,09:00-10:00,Email,Sales,0,0,9,9,6.375,10.26
2026-06-30,Tuesday,9,09:00-10:00,Email,General,0,0,7,7,3.625,7.42
2026-06-30,Tuesday,10,10:00-11:00,Voice,Billing,0,0,28,28,12.375,27.28
2026-06-30,Tuesday,10,10:00-11:00,Voice,Technical,0,0,46,46,20.25,40.01
2026-06-30,Tuesday,10,10:00-11:00,Voice,Sales,0,0,41,41,17.583333333333332,41.55
2026-06-30,Tuesday,10,10:00-11:00,Voice,General,0,0,19,19,9.583333333333334,19.49
2026-06-30,Tuesday,10,10:00-11:00,Chat,Billing,0,0,17,17,8.833333333333334,19.27
2026-06-30,Tuesday,10,10:00-11:00,Chat,Technical,0,0,30,30,13.708333333333334,27.84
2026-06-30,Tuesday,10,10:00-11:00,Chat,Sales,0,0,23,23,11.291666666666666,22.99
2026-06-30,Tuesday,10,10:00-11:00,Chat,General,0,0,11,11,6.291666666666667,11.57
2026-06-30,Tuesday,10,10:00-11:00,Email,Billing,0,0,12,12,4.916666666666667,10.93
2026-06-30,Tuesday,10,10:00-11:00,Email,Technical,0,0,17,17,8.5,18.85
2026-06-30,Tuesday,10,10:00-11:00,Email,Sales,0,0,19,19,6.125,15.77
2026-06-30,Tuesday,10,10:00-11:00,Email,General,0,0,10,10,3.6666666666666665,9.52
2026-06-30,Tuesday,11,11:00-12:00,Voice,Billing,0,0,29,29,12.708333333333334,30.15
2026-06-30,Tuesday,11,11:00-12:00,Voice,Technical,0,0,48,48,20.416666666666668,50.17
2026-06-30,Tuesday,11,11:00-12:00,Voice,Sales,0,0,52,52,18.166666666666668,44.0
2026-06-30,Tuesday,11,11:00-12:00,Voice,General,0,0,18,18,9.541666666666666,21.02
2026-06-30,Tuesday,11,11:00-12:00,Chat,Billing,0,0,16,16,8.833333333333334,18.6
2026-06-30,Tuesday,11,11:00-12:00,Chat,Technical,0,0,37,37,13.5,32.59
2026-06-30,Tuesday,11,11:00-12:00,Chat,Sales,0,0,29,29,11.583333333333334,27.82
2026-06-30,Tuesday,11,11:00-12:00,Chat,General,0,0,15,15,6.291666666666667,14.15
2026-06-30,Tuesday,11,11:00-12:00,Email,Billing,0,0,10,10,4.833333333333333,10.41
2026-06-30,Tuesday,11,11:00-12:00,Email,Technical,0,0,14,14,8.083333333333334,14.54
2026-06-30,Tuesday,11,11:00-12:00,Email,Sales,0,0,16,16,6.583333333333333,15.32
2026-06-30,Tuesday,11,11:00-12:00,Email,General,0,0,10,10,3.5,9.78
2026-06-30,Tuesday,12,12:00-13:00,Voice,Billing,0,0,34,34,12.625,30.73
2026-06-30,Tuesday,12,12:00-13:00,Voice,Technical,0,0,53,53,20.416666666666668,53.21
2026-06-30,Tuesday,12,12:00-13:00,Voice,Sales,0,0,44,44,17.916666666666668,45.06
2026-06-30,Tuesday,12,12:00-13:00,Voice,General,0,0,19,19,9.125,21.4
2026-06-30,Tuesday,12,12:00-13:00,Chat,Billing,0,0,21,21,8.458333333333334,20.91
2026-06-30,Tuesday,12,12:00-13:00,Chat,Technical,0,0,27,27,13.791666666666666,29.62
2026-06-30,Tuesday,12,12:00-13:00,Chat,Sales,0,0,30,30,11.875,28.36
2026-06-30,Tuesday,12,12:00-13:00,Chat,General,0,0,10,10,6.541666666666667,10.78
2026-06-30,Tuesday,12,12:00-13:00,Email,Billing,0,0,7,7,4.833333333333333,7.47
2026-06-30,Tuesday,12,12:00-13:00,Email,Technical,0,0,18,18,7.791666666666667,20.02
2026-06-30,Tuesday,12,12:00-13:00,Email,Sales,0,0,26,26,6.5,18.31
2026-06-30,Tuesday,12,12:00-13:00,Email,General,0,0,13,13,3.6666666666666665,10.24
2026-06-30,Tuesday,13,13:00-14:00,Voice,Billing,0,0,39,39,12.666666666666666,31.81
2026-06-30,Tuesday,13,13:00-14:00,Voice,Technical,0,0,42,42,20.625,46.77
2026-06-30,Tuesday,13,13:00-14:00,Voice,Sales,0,0,51,51,17.625,44.89
2026-06-30,Tuesday,13,13:00-14:00,Voice,General,0,0,23,23,9.125,22.32
2026-06-30,Tuesday,13,13:00-14:00,Chat,Billing,0,0,21,21,8.5,20.91
2026-06-30,Tuesday,13,13:00-14:00,Chat,Technical,0,0,34,34,13.375,32.59
2026-06-30,Tuesday,13,13:00-14:00,Chat,Sales,0,0,29,29,11.916666666666666,28.23
2026-06-30,Tuesday,13,13:00-14:00,Chat,General,0,0,16,16,6.416666666666667,15.48
2026-06-30,Tuesday,13,13:00-14:00,Email,Billing,0,0,14,14,4.75,11.68
2026-06-30,Tuesday,13,13:00-14:00,Email,Technical,0,0,33,33,7.5,22.87
2026-06-30,Tuesday,13,13:00-14:00,Email,Sales,0,0,15,15,6.791666666666667,14.85
2026-06-30,Tuesday,13,13:00-14:00,Email,General,0,0,8,8,3.75,9.26
2026-06-30,Tuesday,14,14:00-15:00,Voice,Billing,0,0,37,37,12.958333333333334,30.62
2026-06-30,Tuesday,14,14:00-15:00,Voice,Technical,0,0,54,54,20.125,52.23
2026-06-30,Tuesday,14,14:00-15:00,Voice,Sales,0,0,43,43,17.958333333333332,44.66
2026-06-30,Tuesday,14,14:00-15:00,Voice,General,0,0,20,20,8.708333333333334,21.46
2026-06-30,Tuesday,14,14:00-15:00,Chat,Billing,0,0,15,15,8.416666666666666,15.39
2026-06-30,Tuesday,14,14:00-15:00,Chat,Technical,0,0,41,41,13.75,35.04
2026-06-30,Tuesday,14,14:00-15:00,Chat,Sales,0,0,25,25,11.958333333333334,27.63
2026-06-30,Tuesday,14,14:00-15:00,Chat,General,0,0,19,19,6.25,15.18
2026-06-30,Tuesday,14,14:00-15:00,Email,Billing,0,0,14,14,4.625,11.68
2026-06-30,Tuesday,14,14:00-15:00,Email,Technical,0,0,16,16,8.166666666666666,18.21
2026-06-30,Tuesday,14,14:00-15:00,Email,Sales,0,0,18,18,6.708333333333333,15.88
2026-06-30,Tuesday,14,14:00-15:00,Email,General,0,0,7,7,3.7916666666666665,7.42
2026-06-30,Tuesday,15,15:00-16:00,Voice,Billing,0,0,26,26,13.25,26.68
2026-06-30,Tuesday,15,15:00-16:00,Voice,Technical,0,0,48,48,20.25,42.62
2026-06-30,Tuesday,15,15:00-16:00,Voice,Sales,0,0,43,43,18.291666666666668,40.72
2026-06-30,Tuesday,15,15:00-16:00,Voice,General,0,0,24,24,8.833333333333334,19.35
2026-06-30,Tuesday,15,15:00-16:00,Chat,Billing,0,0,23,23,8.333333333333334,16.37
2026-06-30,Tuesday,15,15:00-16:00,Chat,Technical,0,0,30,30,14.291666666666666,29.84
2026-06-30,Tuesday,15,15:00-16:00,Chat,Sales,0,0,16,16,12.25,18.89
2026-06-30,Tuesday,15,15:00-16:00,Chat,General,0,0,16,16,6.5,14.64
2026-06-30,Tuesday,15,15:00-16:00,Email,Billing,0,0,12,12,5.041666666666667,10.41
2026-06-30,Tuesday,15,15:00-16:00,Email,Technical,0,0,16,16,8.041666666666666,17.53
2026-06-30,Tuesday,15,15:00-16:00,Email,Sales,0,0,14,14,6.708333333333333,13.78
2026-06-30,Tuesday,15,15:00-16:00,Email,General,0,0,11,11,3.8333333333333335,9.31
2026-06-30,Tuesday,16,16:00-17:00,Voice,Billing,0,0,15,15,13.208333333333334,15.53
2026-06-30,Tuesday,16,16:00-17:00,Voice,Technical,0,0,28,28,20.75,30.6
2026-06-30,Tuesday,16,16:00-17:00,Voice,Sales,0,0,29,29,18.625,30.03
2026-06-30,Tuesday,16,16:00-17:00,Voice,General,0,0,26,26,9.166666666666666,20.01
2026-06-30,Tuesday,16,16:00-17:00,Chat,Billing,0,0,16,16,8.541666666666666,16.04
2026-06-30,Tuesday,16,16:00-17:00,Chat,Technical,0,0,18,18,14.416666666666666,19.38
2026-06-30,Tuesday,16,16:00-17:00,Chat,Sales,0,0,12,12,11.833333333333334,13.34
2026-06-30,Tuesday,16,16:00-17:00,Chat,General,0,0,5,5,6.666666666666667,6.93
2026-06-30,Tuesday,16,16:00-17:00,Email,Billing,0,0,5,5,5.208333333333333,6.34
2026-06-30,Tuesday,16,16:00-17:00,Email,Technical,0,0,11,11,8.0,11.3
2026-06-30,Tuesday,16,16:00-17:00,Email,Sales,0,0,13,13,6.958333333333333,13.21
2026-06-30,Tuesday,16,16:00-17:00,Email,General,0,0,4,4,4.083333333333333,5.39
2026-06-30,Tuesday,17,17:00-18:00,Voice,Billing,0,0,15,15,12.708333333333334,15.31
2026-06-30,Tuesday,17,17:00-18:00,Voice,Technical,0,0,33,33,20.5,30.05
2026-06-30,Tuesday,17,17:00-18:00,Voice,Sales,0,0,18,18,18.541666666666668,19.54
2026-06-30,Tuesday,17,17:00-18:00,Voice,General,0,0,16,16,9.666666666666666,16.14
2026-06-30,Tuesday,17,17:00-18:00,Chat,Billing,0,0,7,7,8.625,7.91
2026-06-30,Tuesday,17,17:00-18:00,Chat,Technical,0,0,13,13,13.916666666666666,14.34
2026-06-30,Tuesday,17,17:00-18:00,Chat,Sales,0,0,12,12,11.208333333333334,13.29
2026-06-30,Tuesday,17,17:00-18:00,Chat,General,0,0,9,9,6.375,9.87
2026-06-30,Tuesday,17,17:00-18:00,Email,Billing,0,0,3,3,5.083333333333333,2.86
2026-06-30,Tuesday,17,17:00-18:00,Email,Technical,0,0,6,6,7.75,7.76
2026-06-30,Tuesday,17,17:00-18:00,Email,Sales,0,0,7,7,7.041666666666667,7.27
2026-06-30,Tuesday,17,17:00-18:00,Email,General,0,0,3,3,4.166666666666667,2.62
2026-06-30,Tuesday,18,18:00-19:00,Voice,Billing,0,0,6,6,12.708333333333334,4.91
2026-06-30,Tuesday,18,18:00-19:00,Voice,Technical,0,0,10,10,21.083333333333332,8.09
2026-06-30,Tuesday,18,18:00-19:00,Voice,Sales,0,0,7,7,18.625,6.49
2026-06-30,Tuesday,18,18:00-19:00,Voice,General,0,0,2,2,9.875,3.52
2026-06-30,Tuesday,18,18:00-19:00,Chat,Billing,0,0,4,4,8.625,3.32
2026-06-30,Tuesday,18,18:00-19:00,Chat,Technical,0,0,14,14,13.333333333333334,13.59
2026-06-30,Tuesday,18,18:00-19:00,Chat,Sales,0,0,3,3,10.958333333333334,3.91
2026-06-30,Tuesday,18,18:00-19:00,Chat,General,0,0,3,3,6.583333333333333,2.54
2026-06-30,Tuesday,18,18:00-19:00,Email,Billing,0,0,4,4,5.0,2.0
2026-06-30,Tuesday,18,18:00-19:00,Email,Technical,0,0,5,5,7.833333333333333,2.8
2026-06-30,Tuesday,18,18:00-19:00,Email,Sales,0,0,4,4,6.875,2.74
2026-06-30,Tuesday,18,18:00-19:00,Email,General,0,0,2,2,4.041666666666667,1.7
2026-06-30,Tuesday,19,19:00-20:00,Voice,Billing,0,0,6,6,12.875,4.87
2026-06-30,Tuesday,19,19:00-20:00,Voice,Technical,0,0,7,7,21.25,7.81
2026-06-30,Tuesday,19,19:00-20:00,Voice,Sales,0,0,4,4,18.583333333333332,6.62
2026-06-30,Tuesday,19,19:00-20:00,Voice,General,0,0,2,2,9.833333333333334,3.52
2026-06-30,Tuesday,19,19:00-20:00,Chat,Billing,0,0,2,2,8.708333333333334,3.1
2026-06-30,Tuesday,19,19:00-20:00,Chat,Technical,0,0,4,4,13.791666666666666,5.09
2026-06-30,Tuesday,19,19:00-20:00,Chat,Sales,0,0,4,4,10.833333333333334,4.08
2026-06-30,Tuesday,19,19:00-20:00,Chat,General,0,0,3,3,6.541666666666667,2.54
2026-06-30,Tuesday,19,19:00-20:00,Email,Billing,0,0,0,0,5.083333333333333,2.05
2026-06-30,Tuesday,19,19:00-20:00,Email,Technical,0,0,3,3,7.958333333333333,3.0
2026-06-30,Tuesday,19,19:00-20:00,Email,Sales,0,0,4,4,7.041666666666667,2.78
2026-06-30,Tuesday,19,19:00-20:00,Email,General,0,0,3,3,4.125,1.62
2026-06-30,Tuesday,20,20:00-21:00,Voice,Billing,0,0,10,10,13.041666666666666,6.54
2026-06-30,Tuesday,20,20:00-21:00,Voice,Technical,0,0,12,12,21.25,8.25
2026-06-30,Tuesday,20,20:00-21:00,Voice,Sales,0,0,7,7,18.708333333333332,6.41
2026-06-30,Tuesday,20,20:00-21:00,Voice,General,0,0,4,4,9.791666666666666,3.54
2026-06-30,Tuesday,20,20:00-21:00,Chat,Billing,0,0,6,6,8.666666666666666,3.56
2026-06-30,Tuesday,20,20:00-21:00,Chat,Technical,0,0,3,3,13.833333333333334,5.08
2026-06-30,Tuesday,20,20:00-21:00,Chat,Sales,0,0,9,9,10.958333333333334,4.14
2026-06-30,Tuesday,20,20:00-21:00,Chat,General,0,0,2,2,6.583333333333333,2.51
2026-06-30,Tuesday,20,20:00-21:00,Email,Billing,0,0,2,2,5.083333333333333,2.05
2026-06-30,Tuesday,20,20:00-21:00,Email,Technical,0,0,4,4,8.0,3.0
2026-06-30,Tuesday,20,20:00-21:00,Email,Sales,0,0,1,1,7.208333333333333,2.79
2026-06-30,Tuesday,20,20:00-21:00,Email,General,0,0,0,0,4.208333333333333,1.72
2026-06-30,Tuesday,21,21:00-22:00,Voice,Billing,0,0,6,6,13.208333333333334,5.02
2026-06-30,Tuesday,21,21:00-22:00,Voice,Technical,0,0,10,10,21.625,8.33
2026-06-30,Tuesday,21,21:00-22:00,Voice,Sales,0,0,6,6,18.791666666666668,6.08
2026-06-30,Tuesday,21,21:00-22:00,Voice,General,0,0,5,5,9.916666666666666,3.56
2026-06-30,Tuesday,21,21:00-22:00,Chat,Billing,0,0,2,2,8.833333333333334,3.12
2026-06-30,Tuesday,21,21:00-22:00,Chat,Technical,0,0,4,4,13.916666666666666,5.1
2026-06-30,Tuesday,21,21:00-22:00,Chat,Sales,0,0,5,5,11.208333333333334,3.84
2026-06-30,Tuesday,21,21:00-22:00,Chat,General,0,0,3,3,6.458333333333333,2.56
2026-06-30,Tuesday,21,21:00-22:00,Email,Billing,0,0,1,1,5.166666666666667,2.07
2026-06-30,Tuesday,21,21:00-22:00,Email,Technical,0,0,3,3,8.083333333333334,3.07
2026-06-30,Tuesday,21,21:00-22:00,Email,Sales,0,0,2,2,7.25,2.81
2026-06-30,Tuesday,21,21:00-22:00,Email,General,0,0,2,2,4.166666666666667,1.72
2026-06-30,Tuesday,22,22:00-23:00,Voice,Billing,0,0,5,5,13.458333333333334,5.03
2026-06-30,Tuesday,22,22:00-23:00,Voice,Technical,0,0,7,7,21.958333333333332,7.76
2026-06-30,Tuesday,22,22:00-23:00,Voice,Sales,0,0,11,11,18.958333333333332,6.4
2026-06-30,Tuesday,22,22:00-23:00,Voice,General,0,0,12,12,9.916666666666666,11.67
2026-06-30,Tuesday,22,22:00-23:00,Chat,Billing,0,0,3,3,8.875,3.15
2026-06-30,Tuesday,22,22:00-23:00,Chat,Technical,0,0,6,6,13.958333333333334,5.18
2026-06-30,Tuesday,22,22:00-23:00,Chat,Sales,0,0,8,8,11.333333333333334,3.97
2026-06-30,Tuesday,22,22:00-23:00,Chat,General,0,0,5,5,6.541666666666667,2.46
2026-06-30,Tuesday,22,22:00-23:00,Email,Billing,0,0,3,3,5.166666666666667,2.0
2026-06-30,Tuesday,22,22:00-23:00,Email,Technical,0,0,4,4,8.125,3.05
2026-06-30,Tuesday,22,22:00-23:00,Email,Sales,0,0,7,7,7.291666666666667,4.3
2026-06-30,Tuesday,22,22:00-23:00,Email,General,0,0,2,2,4.25,1.72
2026-06-30,Tuesday,23,23:00-00:00,Voice,Billing,0,0,12,12,13.541666666666666,11.47
2026-06-30,Tuesday,23,23:00-00:00,Voice,Technical,0,0,10,10,21.833333333333332,7.48
2026-06-30,Tuesday,23,23:00-00:00,Voice,Sales,0,0,8,8,19.125,6.8
2026-06-30,Tuesday,23,23:00-00:00,Voice,General,0,0,4,4,10.208333333333334,3.56
2026-06-30,Tuesday,23,23:00-00:00,Chat,Billing,0,0,4,4,8.833333333333334,3.26
2026-06-30,Tuesday,23,23:00-00:00,Chat,Technical,0,0,4,4,14.083333333333334,5.05
2026-06-30,Tuesday,23,23:00-00:00,Chat,Sales,0,0,8,8,11.5,4.33
2026-06-30,Tuesday,23,23:00-00:00,Chat,General,0,0,3,3,6.666666666666667,2.55
